trivial Name;Gattungsname;Artname;Autor;Status RL NDS;Stadium;Anzahl;Datum;Kommentar;Flur Bezeichnung;Breitengrad;Längengrad
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;2;04.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;15;04.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Braunbinden-Wellstriemenspanner;Scotopteryx;chenopodiata;LINNAEUS, 1758;*;Imago;2;04.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;1;04.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;3;04.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;04.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;3;04.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Rhabarberzuensler;Oncocera;semirubella;SCOPOLI, 1763;;Imago;1;04.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;6;04.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Rübsaatpfeifer;Evergestis;extimalis;SCOPOLI, 1763;;Imago;1;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;2;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;7;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;5;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;7;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;4;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;1;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;56;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Raupe;1;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;1;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;5;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;17;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;6;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;2;05.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;2;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;4;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;1;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;16;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;3;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;1;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;58;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;9;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;10;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;2;09.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;113;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;21;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;1;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Möhrenzünsler;Sitochroa;palealis;DENIS & SCHIFFERMÜLLER, 1775;*;Imago;1;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;3;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;5;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Mehrbrütiger Würfel-Dickkopffalter;Pyrgus;armoricanus;OBERTHÜR, 1910;;Imago;1;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;4;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;19;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;9;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;22;11.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;7;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;135;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;7;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;20;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;3;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;2;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;3;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;3;12.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;11;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;142;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;4;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;2;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;22;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;17;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;3;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;6;14.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;1;26.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;26.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;17;26.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Mehrbrütiger Würfel-Dickkopffalter;Pyrgus;armoricanus;OBERTHÜR, 1910;;Imago;1;26.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;29;26.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;53;26.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;26.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;13;26.08.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;27.08.2023;bewölkt;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;27.08.2023;bewölkt;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;19;27.08.2023;bewölkt;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;28;27.08.2023;bewölkt;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;8;27.08.2023;bewölkt;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;27.08.2023;bewölkt;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;1;27.08.2023;bewölkt;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;1;27.08.2023;bewölkt;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;27.08.2023;bewölkt;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;03.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;20;03.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;9;03.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;14;03.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Rhabarberzuensler;Oncocera;semirubella;SCOPOLI, 1763;;Imago;1;03.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;03.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;03.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;03.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;2;03.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Buchsbaumzünsler;Cydalima;perspectalis;WALKER, 1859;*;Imago;1;05.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;3;05.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;15;05.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;05.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;3;05.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;4;05.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;5;05.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;5;05.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;30;05.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;2;05.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;13;10.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;3;10.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;4;10.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;3;10.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;10.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;1;10.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;9;10.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;10.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;37;10.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;15.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;9;15.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;15.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;1;15.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;2;15.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;32;15.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;2;15.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;10;15.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;8;20.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;19;20.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;20.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;20.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;20.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;6;20.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;2;20.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;2;20.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;29;27.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;27.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;4;27.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Feuerfalter;Lycaena;phlaeas;LINNAEUS, 1760;*;Imago;1;27.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;22;27.09.2023;alle im Überflug in Nord-Süd Richtung;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;2;27.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;27.09.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;08.10.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;4;08.10.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Zimtbär;Phragmatobia;fuliginosa;LINNAEUS, 1758;*;Raupe;3;08.10.2023;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;10;08.10.2023;;Magerbrachflaeche Schleuse;52299798;9959647
