trivial Name;Gattungsname;Artname;Autor;Status RL NDS;Stadium;Anzahl;Datum;Kommentar;Flur Bezeichnung;Breitengrad;Längengrad
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;22;14.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;3;14.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;3;14.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rotbuchen-Gürtelpuppenspanner;Cyclophora;linearia;HÜBNER, 1799;*;Imago;1;14.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;3;14.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;4;15.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;45;15.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;3;15.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;2;15.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;5;15.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;3;15.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Faulbaum Blaeuling;Celastrina;argiolus;LINNAEUS, 1758;*;Imago;1;15.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;15.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;5;18.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;3;18.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;2;18.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;4;18.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hartheuspanner;Siona;lineata;SCOPOLI, 1763;1;Imago;3;18.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;1;18.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;18.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;53;18.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;1;18.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;58;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;4;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;1;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Jakobskrautbaer;Tyria;jacobaeae;LINNAEUS, 1758;2;Imago;1;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;8;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;1;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;2;20.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Weißgraue Kleinspanner;Scopula;incanata;LINNAEUS, 1758;V;Imago;1;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;8;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;3;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hartheuspanner;Siona;lineata;SCOPOLI, 1763;1;Imago;2;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Schwalbenschwanz;Papilio;machaon;LINNAEUS, 1758;2;Imago;1;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;1;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;6;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;3;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;44;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;5;23.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;26;26.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;26.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;4;26.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;26.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;3;26.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;3;26.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hartheuspanner;Siona;lineata;SCOPOLI, 1763;1;Imago;1;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;28;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Weißgraue Kleinspanner;Scopula;incanata;LINNAEUS, 1758;V;Imago;1;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;7;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;2;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;5;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;1;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;31.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Distelzünsler;Myelois;circumvoluta;Geoffroy in Fourcroy, 1785;;Imago;1;03.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;03.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;15;03.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;03.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;03.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;1;03.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;2;03.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Baum-Weissling;Aporia;crataegi;LINNAEUS, 1758;3;Imago;1;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hornissen-Glasflügler;Sesia;apiformis;CLERCK, 1759;V;Imago;1;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;4;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;2;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;1;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;2;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;5;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;4;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;2;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;1;05.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;10;10.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;1;10.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;4;10.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;5;10.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;2;10.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;10.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;4;10.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;10.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;5;12.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;1;12.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;1;12.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;12.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;2;12.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;12.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;12.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;33;12.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;12.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;12.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Schwarzkolbiger Braun-Dickkopffalter;Thymelicus;lineola;OCHSENHEIMER, 1808;*;Imago;1;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Taubenschwaenzchen;Macrpglossum;stellatarum;LINNAEUS, 1758;M;Imago;1;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;2;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;35;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;2;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rhabarberzuensler;Oncocera;semirubella;SCOPOLI, 1763;;Imago;1;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;8;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;2;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;1;14.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rhabarberzuensler;Oncocera;semirubella;SCOPOLI, 1763;;Imago;1;17.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;2;17.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;5;17.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;17.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Taubenschwaenzchen;Macrpglossum;stellatarum;LINNAEUS, 1758;M;Imago;1;17.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;1;17.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;1;17.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;56;17.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;17.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;8;19.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockerfarbiger Steppenheiden-Zwergspanner;Idaea;ochrata;SCOPOLI, 1763;2;Imago;2;19.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;19.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;59;19.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;3;19.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;4;19.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rhabarberzuensler;Oncocera;semirubella;SCOPOLI, 1763;;Imago;1;19.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;2;19.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braunkolbiger Braundickkopffalter;Thymelicus;sylvestris;PODA, 1761;*;Imago;1;19.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockerfarbiger Steppenheiden-Zwergspanner;Idaea;ochrata;SCOPOLI, 1763;2;Imago;5;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;3;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Taubenschwaenzchen;Macrpglossum;stellatarum;LINNAEUS, 1758;M;Imago;1;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;13;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rhabarberzuensler;Oncocera;semirubella;SCOPOLI, 1763;;Imago;1;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;3;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;1;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;75;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;7;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;21.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Schornsteinfeger;Aphantopus;hyperantus;LINNAEUS, 1758;*;Imago;1;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;59;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;4;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Faulbaum Blaeuling;Celastrina;argiolus;LINNAEUS, 1758;*;Imago;3;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;27;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;1;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;1;25.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;10;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;1;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;71;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;4;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;4;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;25;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockerfarbiger Steppenheiden-Zwergspanner;Idaea;ochrata;SCOPOLI, 1763;2;Imago;4;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;14;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Schornsteinfeger;Aphantopus;hyperantus;LINNAEUS, 1758;*;Imago;3;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;24;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;2;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Faulbaum Blaeuling;Celastrina;argiolus;LINNAEUS, 1758;*;Imago;1;28.06.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;16;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Faulbaum Blaeuling;Celastrina;argiolus;LINNAEUS, 1758;*;Imago;3;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;1;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;31;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;2;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;5;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Ockerfarbiger Steppenheiden-Zwergspanner;Idaea;ochrata;SCOPOLI, 1763;2;Imago;4;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Rhabarberzuensler;Oncocera;semirubella;SCOPOLI, 1763;;Imago;3;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;11;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;14;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braunkolbiger Braundickkopffalter;Thymelicus;sylvestris;PODA, 1761;*;Imago;1;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;05.07.2022;;Magerbrachflaeche Schleuse;52299798;9959647
